doi,year,title,source_id,source_title,retracted,area,category,intext_citation.section,intext_citation.pointer,intext_citation.intent,intext_citation.sentiment,intext_citation.section.ret_mention
10.1038/npp.2012.174,2012,Neuroinflammation and Autism: Toward Mechanisms and Treatments,issn:0893-133X; issn:1740-634X,Neuropsychopharmacology,no,"Medicine;;
Pharmacology, Toxicology and Pharmaceutics;;","Psychiatry and Mental Health;;
Pharmacology;;",None,"Wakefield et al, 1998",discusses;;,negative;;,yes;;
10.1057/biosoc.2015.30,2015,Vaccine resistances reconsidered: Vaccine skeptics and the Jenny McCarthy effect,issn:1745-8552; issn:1745-8560,Biosocieties,no,"Medicine;;
Social Sciences;;","Health Policy;;
Health (social science);;",“Productive Potential of Vaccine Anxieties”;Middle Section;;,"Wakefield et al, 1998",discusses;;,negative;;,yes;;
10.12968/pnur.2011.22.7.358,2011,Measles: time to address a preventable problem ,issn:0964-9271; issn:2052-2940,Practice Nursing,no,Nursing;;,Neuroscience (miscellaneous);;,“Why have people not been vaccinated?”;Middle Section;;,"Wakefield et al, 1998",qualifies;;,neutral;;,no;;
10.1038/sj.embor.7400544,2005,"A word of advice
",issn:1469-221X; issn:1469-3178,Embo Reports,no,"Biochemistry, Genetics and Molecular Biology;;","Biochemistry, Genetics and Molecular Biology;;",None,"Wakefield et al, 1998",critiques;;,negative;;,yes;;
10.1177/030857590202600408,2002,Vaccination and immunisation,issn:0308-5759; issn:1740-469X,Adoption & Fostering,no,"Psychology;;
Social Sciences;;","Social Psychology;;
Health (social science);
Human Factors and Ergonomics;
Law;
Sociology and Political Science;;","middle section;“Are vaccinations safe? ”;;
middle section;“Are vaccinations safe? ”;;","Wakefield et al, 1998","Discusses;; 
cites for information;;","neutral;;
neutral;;",no;;
10.12968/bjsn.2009.4.6.43228,2009,"MMR vaccination: Consent, controversies and challenges


",issn:1752-2803; issn:2052-2827,British Journal Of School Nursing,no,,,"middle section;“Uptake of the MMR vaccine ”;;
Middle section;”The MMR controversy “;;","Wakefield et al, 1998","qualifies;;
describes;;","negative;;
neutral;;",no;;
10.1177/175717740100200106,2001,Infection Control in the Post-Modernist Era: lmmunisation and the New Public Health,issn:1757-1774; issn:1757-1782,Journal of Infection Prevention,no,"Medicine;;
Nursing;;","Health Policy;
Infectious Diseases;
Public Health, Environmental and Occupational Health;;
Advanced and Specialized Nursing;;",none,Wakefield et al 1998,credits;;,neutral;;,no;;
10.1111/j.1365-2214.2006.00655.x,2006,"Vaccines and the changing epidemiology of autism

",issn:0305-1862; issn:1365-2214,"Child: Care, Health And Development",no,"Medicine;;
Psychology;;","Pediatrics, Perinatology and Child Health;
Public Health, Environmental and Occupational Health;;
Developmental and Educational Psychology;;",middle section;“Vaccines and autism”;;,Wakefield et al 1998,discusses;;,neutral;;,no;;
10.4199/c00138ed1v01y201509gbd007,2015,Preventing Misconduct,issn:2168-4006; issn:2168-4022,Colloquium Series On The Genetic Basis Of Human Disease,no,,,“RETRACTIONS”;Middle Section;;,Wakefield 1998,"cites as evidence;;
",negative;;,yes;;
10.1002/ebch.1948,2013,"Vaccines for measles, mumps and rubella in children",issn:1557-6272,Evidence-Based Child Health: A Cochrane Review Journal,no,Medicine,"Medicine (miscellaneous);
Pediatrics, Perinatology and Child Health;;",discussion;;,Wakefield 1998,discusses;;,negative;;,yes;;
10.1002/14651858.cd007849.pub2,2011,"Acupuncture for autism spectrum disorders (ASD)

",issn:1465-1858,Cochrane Database Of Systematic Reviews,no,Medicine;;,"Medicine (miscellaneous);
Pharmacology (medical);;",Background;;,Wakefield 1998,critiques;;,negative;;,no;;
10.1002/14651858.cd004407.pub3,2012,"Vaccines for measles, mumps and rubella in children",issn:1465-1858,Cochrane Database Of Systematic Reviews,no,Medicine;;,"Medicine (miscellaneous);
Pharmacology (medical);;",discussion;;,Wakefield 1998,discusses;;,negative;;,yes;;
10.1002/14651858.cd004407.pub2,2005,"Vaccines for measles, mumps and rubella in children

",issn:1465-1858,Cochrane Database Of Systematic Reviews,no,Medicine;;,"Medicine (miscellaneous);
Pharmacology (medical);;",Characteristics of excluded studies; TABLE CELL;;,Wakefield 1998,obtains background from;;,neutral;;,no;;
10.1038/nm0704-658,2004,"News In Brief

",issn:1078-8956; issn:1546-170X,Nature Medicine,no,"Biochemistry, Genetics and Molecular Biology;;
Medicine;;","Biochemistry, Genetics and Molecular Biology (miscellaneous);;
Medicine (miscellaneous);;",middle section;“Autism-vaccine link debunked—again”;;,"Lancet 351, 637; 1998",disputes;;,negative;;,no;;
10.1038/nm0310-248b,2010,"A timeline of the Wakefield retraction

",issn:1078-8956; issn:1546-170X,Nature Medicine,no,"Biochemistry, Genetics and Molecular Biology;;
Medicine;;","Biochemistry, Genetics and Molecular Biology (miscellaneous);;
Medicine (miscellaneous);;",None,"Lancet 351, 637–641, 1998",describes;;,neutral;;,no;;
10.1038/481145d,2012,Latest MMR 'dispute' is a straw man,issn:0028-0836; issn:1476-4687,Nature,no,Multidisciplinary;;,Multidisciplinary;;,None,"Lancet 351, 637–641, 1998",qualifies;;,neutral;;,no;;
10.1038/512351f,2014,"The cost of misconduct 

",issn:0028-0836; issn:1476-4687,Nature,no,Multidisciplinary;;,Multidisciplinary;;,"Introduction;;
","A. J. Wakefield et al. Lancet 351, 637–641; 1998",discusses;;,negative;;,no;;
10.1002/9780470918449.biblio,2011,"THE STUDY OF RISK 
",isbn:9780470918449; isbn:9780470381120,The Dose Makes The Poison,no,Medicine,Public Health,“PROXIMATE EVENT APPROACH IN ASSIGNING CAUSE”;Middle Section;;,"(A. Wakefield et al., “ Ileal - lymphoid - nodular hyperplasia, non - specific colitis, and pervasive developmental disorder in children , ” The Lancet 35 (1998): 637 – 641)",cites as evidence;;,neutral;;,no;;
10.1177/1745691612460687,2012,Scientific Misconduct and the Myth of Self-Correction in Science,issn:1745-6916; issn:1745-6924,Perspectives On Psychological Science,no,Psychology,Psychology (miscellaneous),“Notorious Cases of Research Fraud: A Review”;Middle Section;;,1999,"cites as evidence;;
",negative;;,no;;
10.1002/ajmg.a.35759,2013,"Book review: Autism Spectrum Disorders. Amara David G, Dawson Geraldine, Geschwind Daniel H (Eds.). Oxford University Press: Oxford, UK, 2011†",issn:1552-4825,American Journal Of Medical Genetics Part A,no,"Biochemistry, Genetics and Molecular Biology;;
Medicine;;","Genetics;;
Genetics (clinical);;",None,1998,cites as evidence;;,neutral;;,yes;;
10.12968/bjon.2002.11.13.10443,2002,CORRESPONDENCE,issn:0966-0461; issn:2052-2819,British Journal Of Nursing,no,Nursing;;,Nursing (miscellaneous);;,"Middle section; “MMR vaccine on the firing line, again ”;;",1998,disputes;;,negative;;,no;;
10.12968/bjcn.2001.6.4.7093,2001,"MMR vaccination: the case for evidence-based practice


",issn:1462-4753; issn:2052-2215,British Journal Of Community Nursing,no,"Medicine;;
Nursing;;","Medicine (miscellaneous);;
Community and Home Care;;",none,1998,obtains background from;;,neutral;;,no;;
10.3109/1354750x.2011.598564,2011,A review of candidate urinary biomarkers for autism spectrum disorder ,issn:1354-750X; issn:1366-5804,Biomarkers,no,"Biochemistry, Genetics and Molecular Biology;;
Environmental Science;;
Medicine;;","Biochemistry;
Clinical Biochemistry;;
Health, Toxicology and Mutagenesis;;
Medicine (miscellaneous);;",“Oxidative stress ”;Middle Section;;,1998,disputes;;,neutral;;,yes;;
10.1201/9781420068870-c8,2009,"Autism and Oxidative Stress: Evidence from an Animal Model 
",isbn:9781420068818; isbn:9781420068870,Autism,no,Medicine,Internal medicine,"middle section; “ETIOLOGY OF AUTISM ”;;
middle section; “ETIOLOGY OF AUTISM ”;;
middle section; “ETIOLOGY OF AUTISM ”;;
middle section; “ETIOLOGY OF AUTISM ”;;",1998,"describes;;
discusses;;
qualifies;;
discusses;;","neutral;;
neutral;;
neutral;;
neutral;;",no;;
10.1080/10572252.2018.1399750,2017,Medical Narratives in Rhetorical Context: Ethically Researching Anti-Vaccinationists ,issn:1057-2252; issn:1542-7625,Technical Communication Quarterly,no,Social Sciences;;,"Communication;
Education;;",Introduction,1998,discusses;;,negative;;,yes;;
10.1002/asi.23826,2017,A Multidimensional Investigation of the Effects of Publication Retraction on Scholarly Impact,issn:2330-1635,Journal Of The Association For Information Science And Technology,no,"Computer Science;;
Decision Sciences;;
Social Sciences;;","Computer Networks and Communications;
Information Systems;;
Information Systems and Management;;
Library and Information Sciences;;","Introduction;;
discussion; conclusions;;

",1998,"describes;;
Qualifies;;","neutral;;
neutral;;",yes;;
10.1111/1467-9566.12114,2014,A socially situated approach to inform ways to improve health and wellbeing,issn:0141-9889,Sociology Of Health & Illness,no,"Medicine;;
Social Sciences;;","Health Policy;
Public Health, Environmental and Occupational Health;;
Health (social science);;",“Mothers’ engagement with responsible health practices”;Middle Section;;,1998,qualifies;;,neutral;;,yes;;
10.1002/9781118898345.ch3,2014,A socially situated approach to inform ways to improve health and wellbeing,isbn:9781118898345; isbn:9781118898390,From Health Behaviours To Health Practices,no,Medicine,Public Health,“Mothers’ engagement with responsible health practices”;Middle Section;;,1998,discusses;;,neutral;;,yes;;
10.1007/978-3-319-62543-0_9,2017,Visual Analytic Observatory of Scientific Knowledge ,isbn:9783319625416; isbn:9783319625430,Representing Scientific Knowledge,no,"Mathematics;;
Computer Science","Theoretical Computer Science;;
Computer Science (miscellaneous)",“Retraction”;Middle Section;;,1998,cites as evidence;;,neutral;;,yes;;
10.1515/cam.2006.007,2006,An enquiry into scientific and media discourse in the MMR controversy: Authority and factuality,,,no,,,"Abstract;;
Method;;
",1998,"obtains background from;;
obtains background from;;","neutral;;
neutral;;",no;;
10.1007/s11673-016-9760-y,2016,"How Should We Respond to Non-Dominant Healing Practices, the Example of Homeopathy

",issn:1176-7529; issn:1872-4353,Journal Of Bioethical Inquiry,no,"Medicine;;
Social Sciences;;","Health Policy;;
Health (social science);;",“Issues to be Considered”;Middle Section;;,1998,cites as evidence;;,negative;;,no;;
10.1002/9781118404898.ch16,2012,WORKING WITH PEOPLE WITH AUTISM,isbn:9781118404898; isbn:9780470029718,Clinical Psychology And People With Intellectual Disabilities,no,Medicine,Internal medicine,“CAUSES OF AUTISM”;Middle Section;;,1998,describes;;,neutral;;,yes;;
10.1177/0741932516637198,2016,A Replication by Any Other Name: A Systematic Review of Replicative Intervention Studies,issn:0741-9325; issn:1538-4756,Remedial And Special Education,no,"Medicine;;
Social Sciences;;","Public Health, Environmental and Occupational Health;;
Education;;","Introduction;;
",1998,critiques;;,negative;;,no;;
10.1080/13698575.2010.515738,2011,Looking beyond risk: A study of lay epidemiology of childhood disorders,issn:1369-8575; issn:1469-8331,"Health, Risk & Society",no,Medicine;;,"Public Health, Environmental and Occupational Health;;",Introduction,1998,discusses;;,neutral;;,no;;
10.12968/johv.2015.3.6.305,2015,"Changing the message to stimulate progress 
",issn:2050-8719; issn:2052-2908,Journal Of Health Visiting,no,,,None;;,1998,cites for information;;,negative;;,no;;
10.1177/0963662509359490,2010,"A case of conflicting norms? Mobilizing and accountability information in newspaper coverage of the autism–vaccine controversy



",issn:0963-6625; issn:1361-6609,Public Understanding Of Science,no,"Arts and Humanities;;
Psychology;;
Social Sciences;;","Arts and Humanities (miscellaneous);;
Developmental and Educational Psychology;;
Communication;;","middle section; “Overview of the AVC”;;
middle section; “Overview of the AVC”;;",1998,"describes;;
discusses;;","neutral;;
neutral;;",no;;
10.1187/cbe.15-02-0032,2015,Redesigning a General Education Science Course to Promote Critical Thinking,issn:1931-7913,Cbe—Life Sciences Education,no,"Biochemistry, Genetics and Molecular Biology;;
Social Sciences;;","Biochemistry, Genetics and Molecular Biology (miscellaneous);
Biotechnology;;
Education;;",“Integrating Content with Process”;Middle Section;;,1998,uses data from;;,neutral;;,no;;
10.1080/02739615.2017.1354293,2017,The Analysis of Parental Attitude Towards Active Immunoprophylaxis and its Influence on the Implementation of an Immunization Schedule Among Children in Poland ,issn:0273-9615; issn:1532-6888,Children'S Health Care,no,"Medicine;;
Psychology;;
","Pediatrics, Perinatology and Child Health;;
Clinical Psychology;
Developmental and Educational Psychology;;",discussion;;,1998,discusses;;,negative;;,no;;
10.1177/1075547012458290,2012,"Heightening Uncertainty Around Certain Science: Media Coverage, False Balance, and the Autism-Vaccine Controversy",issn:1075-5470; issn:1552-8545,Science Communication,no,Social Sciences;;,Sociology and Political Science;;,discussion;;,1998,discusses;;,negative;;,no;;
10.1080/07370016.2011.615178,2011,Factors Influencing Parental Decision Making When Parents Choose to Deviate From the Standard Pediatric Immunization Schedule ,issn:0737-0016; issn:1532-7655,Journal Of Community Health Nursing,no,"Medicine;;
Nursing;;","Public Health, Environmental and Occupational Health;;
Community and Home Care;;","Introduction;;
",1998,critiques;;,negative;;,yes;;
10.1111/cobi.12676,2016,Ending the citation of retracted papers,issn:0888-8892,Conservation Biology,no,"Agricultural and Biological Sciences;;
Environmental Science;;
Medicine;;","Ecology, Evolution, Behavior and Systematics;;
Ecology;
Nature and Landscape Conservation;;
Medicine (miscellaneous);;","None;;
None;;",1998,"discusses;;
Obtains background from;;","negative;;
negative;;",yes;;
10.1057/biosoc.2012.23,2012,What is this thing called autism? A critical analysis of the tenacious search for autism's essence,issn:1745-8552; issn:1745-8560,Biosocieties,no,"Medicine;;
Social Sciences;;","Health Policy;;
Health (social science);;",“A Natural Entity”;Middle Section;;,1998,cites for information;;,neutral;;,yes;;
10.1007/s10730-013-9227-z,2013,Disagreement Over Vaccination Programmes: Deep Or Merely Complex and Why Does It Matter?,issn:0956-2737; issn:1572-8498,Hec Forum,no,"Medicine;;
Nursing;;
Social Sciences;;","Health Policy;
Medicine (miscellaneous);;
Issues, Ethics and Legal Aspects;;
Health (social science);;",middle section; “Are Vaccination Disagreements Deep Disagreements?“;;,1998,qualifies;;,neutral;;,yes;;
10.1177/1075547008320262,2008,"A Question of Balance: The Autism-Vaccine Controversy in the British and American Elite Press



",issn:1075-5470; issn:1552-8545,Science Communication,no,Social Sciences;;,Sociology and Political Science;;,"middle section;“Overview of the AVC ”;;
Middle section; “Media Coverage of the AVC: A Structural Versus Functional Approach to Understanding Balanced Reporting ”;;
Method;;
discussion;;
Middle section; “Future Research Directions”;;",1998,"describes;;
discusses;;
discusses;;
discusses;;
discusses;;","neutral;;
neutral;;
neutral;;
negative;;
neutral;;",no;;
